unique_id,type,state,town,clean_name,county,treated,townurl,confidence_level,ordinance,current_status,exclusion_method,excluded_groups,comments,match_assignment_method,centroid2020,contemporary_place_match,unique_place_matches,matching_cdp,matching_cousub,matching_county,PLACENHG,NAME1970,GJOIN1970,NAME1980,GJOIN1980,NAME1990,GJOIN1990,NAME2000,GJOIN2000,NAME2010,GJOIN2010,NAME2020,GJOIN2020,county_fips,COUNTY,NHGISCODE
00048,place,AR,Dierks,Dierks,NA,1,https://justice.tougaloo.edu/sundowntown/dierks-ar/,Probable,Don't Know,Probably,Unknown,Black,NA,Census fuzzy string match,NA,CDP:18970,CDP:18970,18970,NA,NA,G050189700,Dierks city,G0500570,Dierks city,G0500570,Dierks city,G05018970,Dierks city,G05018970,Dierks city,G05018970,Dierks city,G05018970,NA,NA,NA
00049,place,AR,Dover,Dover,NA,1,https://justice.tougaloo.edu/sundowntown/dover-ar/,Probable,Don't Know,Probably,Unknown,Black,"“Until at least a few years ago they had a welcome sign at the city limits that read ‘Welcome to Dover:
Don’t Let the Sun Set on Your Black Ass’.”
-Arkansas State University professor",Census fuzzy string match,NA,CDP:19600,CDP:19600,19600,NA,NA,G050196000,Dover city,G0500575,Dover city,G0500575,Dover city,G05019600,Dover city,G05019600,Dover city,G05019600,Dover city,G05019600,NA,NA,NA
00050,place,AR,Dyer,Dyer,NA,1,https://justice.tougaloo.edu/sundowntown/dyer-ar/,Probable,Don't Know,Probably,Unknown,Black,NA,Census fuzzy string match,NA,CDP:20200,CDP:20200,20200,NA,NA,G050202000,Dyer city,G0500590,Dyer city,G0500590,Dyer city,G05020200,Dyer city,G05020200,Dyer city,G05020200,Dyer city,G05020200,NA,NA,NA
00051,place,AR,Dyess,Dyess,NA,1,https://justice.tougaloo.edu/sundowntown/dyess-ar/,Surely,"Yes, Written Evidence","Probably Not, Although Still Very Few Black People",Reputation,Black,"One of many sundown towns set up by the FDR administration.
The 2000 census shows three black families, so apparently Dyess is moving past exclusion.",Census fuzzy string match,NA,CDP:20230,CDP:20230,20230,NA,NA,G050202300,Dyess town,G0500594,Dyess town,G0500594,Dyess town,G05020230,Dyess town,G05020230,Dyess town,G05020230,Dyess town,G05020230,NA,NA,NA
00052,place,AR,Elkins,Elkins,NA,1,https://justice.tougaloo.edu/sundowntown/elkins-ar/,Probable,Don't Know,Probably,Unknown,Black,NA,Census fuzzy string match,NA,CDP:21190,CDP:21190,21190,NA,NA,G050211900,Elkins city,G0500617,Elkins city,G0500617,Elkins city,G05021190,Elkins city,G05021190,Elkins city,G05021190,Elkins city,G05021190,NA,NA,NA
00053,place,AR,Elm Springs,Elm Springs,NA,1,https://justice.tougaloo.edu/sundowntown/elm-springs-ar/,Probable,Don't Know,Probably,Unknown,Black,NA,Census fuzzy string match,NA,CDP:21430,CDP:21430,21430,NA,NA,G050214300,Elm Springs city,G0500620,Elm Springs city,G0500620,Elm Springs city,G05021430,Elm Springs city,G05021430,Elm Springs city,G05021430,Elm Springs city,G05021430,NA,NA,NA
00054,place,AR,Etowah,Etowah,NA,1,https://justice.tougaloo.edu/sundowntown/etowah-ar/,Probable,Don't Know,Probably,Unknown,Black,"“Etowah was always totally white. As a teenager
(1960), I presumed that was because the farms,
although some holdings were substantial, were family
run and not plantations. I grew up in the 50’s and 60’s
and heard people comment about integration (usually
negatively) on a daily basis, but I don’t recall any talk
of any Red Line or ban. I do recall my father coming
in one day very upset because he had come upon an
automobile accident near West Ridge. The passengers
were all African Americans, and they were seriously
hurt. Until he arrived, other people who had stopped
(all white) were not attempting to help or assist the
injured. I overheard him tell my mother that he said,
‘Come on boys, these people need help!’ as he tried to
help get the injured out of the car and to a hospital.
People then did reluctantly help them. My father was
and is prejudiced, but he was so ashamed and
disappointed by the on lookers lack of compassion.”
-former Etowah resident",Census fuzzy string match,NA,CDP:22120,CDP:22120,22120,NA,NA,G050221200,NA,NA,NA,NA,NA,NA,Etowah town,G05022120,Etowah town,G05022120,Etowah town,G05022120,NA,NA,NA
00055,place,AR,Eureka Springs,Eureka Springs,NA,1,https://justice.tougaloo.edu/sundowntown/eureka-springs-ar/,Probable,Don't Know,Probably,Unknown,Black,"Until the turn of the 19th century, Eureka Springs
was an interracial town. The area had various
medicinal springs and a spa, which brought visitors
from all over the country. In the beginning of the 19th
century, health spas went out of fashion and Eureka
Springs fell on hard times. The black community was
marginalized and began to leave. “The Negroes
weren’t allowed to be down in town. They could come
down through there, but they couldn’t go into Basin
Park. A band would play every afternoon and night in
the summertime, but the colored people were
restricted from going.”",Census fuzzy string match,NA,CDP:22240,CDP:22240,22240,NA,NA,G050222400,Eureka Springs city,G0500650,Eureka Springs city,G0500650,Eureka Springs city,G05022240,Eureka Springs city,G05022240,Eureka Springs city,G05022240,Eureka Springs city,G05022240,NA,NA,NA
00056,place,AR,Evening Shade,Evening Shade,NA,1,https://justice.tougaloo.edu/sundowntown/evening-shade-ar/,Surely,NA,NA,NA,Black,"In 1906, signs warning the black population of Evening Shade in Sharp County to leave began to appear and a local black man, Joe Brooks, was shot and wounded. Most of the black community left in fear of their lives. — John A. Kirk, “‘No Malaria, No Mosquitoes, No Negroes’: Constructing a History of Race and Ethnic Relations in Northwest Arkansas,” paper given at seminar, U of AR Fayetteville .",Census fuzzy string match,NA,CDP:22360,CDP:22360,22360,NA,NA,G050223600,Evening Shade city,G0500655,Evening Shade city,G0500655,Evening Shade city,G05022360,Evening Shade city,G05022360,Evening Shade city,G05022360,Evening Shade city,G05022360,NA,NA,NA
00057,place,AR,Fairfield Bay,Fairfield Bay,NA,1,https://justice.tougaloo.edu/sundowntown/fairfield-bay-ar/,Probable,Don't Know,Probably,Unknown,Black,"When Fairfield Bay (Greers Ferry West High School) sports teams played teams from Cotton Plant (overwhelmingly black) in the 1990s, there was tension. State troopers escorted the team bus. When Cotton Plant teams came to Greers Ferry, students were warned not to leave jewelry or other valuables in their lockers. The likelihood that a black visitor, already on edge in an overwhelmingly white environment, would find his/her way to the locker area and then somehow rob it was vanishingly small; a stereotype lay behind the warning. For the record, Cotton Plant lost its HS entirely in about 2004, owing to falling enrollment.",Census fuzzy string match,NA,CDP:22660,CDP:22660,22660,NA,NA,G050226600,NA,NA,NA,NA,Fairfield Bay city,G05022660,Fairfield Bay city,G05022660,Fairfield Bay city,G05022660,Fairfield Bay city,G05022660,NA,NA,NA
00058,place,AR,Fouke,Fouke,NA,1,https://justice.tougaloo.edu/sundowntown/fouke-ar/,Surely,Don't Know,Probably,Unknown,Black,email 2/2008,Census fuzzy string match,NA,CDP:24640,CDP:24640,24640,NA,NA,G050246400,Fouke city,G0500705,Fouke city,G0500705,Fouke city,G05024640,Fouke city,G05024640,Fouke city,G05024640,Fouke city,G05024640,NA,NA,NA
00059,place,AR,Gentry,Gentry,NA,1,https://justice.tougaloo.edu/sundowntown/gentry-ar/,Probable,Don't Know,Probably,Unknown,Black,"“With a population of 1,000 Gentry has not a solitary
Negro inhabitant. We are not prejudiced against the
colored man, but we feel that we can get along better
without his presence, and are therefore glad to have
him remain in some other town or locality. There are
plenty of white men here to do the work, ordinarily,
and a Negro population under the present conditions,
would not only be superfluous, but an annoyance and
a nuisance. We are certainly thankful that the dusky
denizens have always given our town the go by.”",Census fuzzy string match,NA,CDP:26290,CDP:26290,26290,NA,NA,G050262900,Gentry city,G0500765,Gentry city,G0500765,Gentry city,G05026290,Gentry city,G05026290,Gentry city,G05026290,Gentry city,G05026290,NA,NA,NA
00060,place,AR,Glenwood,Glenwood,NA,1,https://justice.tougaloo.edu/sundowntown/glenwood-ar/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,"“I left Glenwood in 1928. When we lived there, the
men always tipped their hat to the ladies and stepped
to the side. The ‘colored’, if they had to be in town,
not only tipped their hat but stepped off the sidewalk.
A sign in town said, ‘Nigger, don’t let the sun set on
you here.’ Their town was on the other side of the
river.”
-former resident of Glenwood",Census fuzzy string match,NA,CDP:27310,CDP:27310,27310,NA,NA,G050273100,Glenwood city,G0500795,Glenwood city,G0500795,Glenwood city,G05027310,Glenwood city,G05027310,Glenwood city,G05027310,Glenwood city,G05027310,NA,NA,NA
00061,place,AR,Goshen,Goshen,NA,1,https://justice.tougaloo.edu/sundowntown/goshen-ar/,Probable,Don't Know,Probably,Unknown,Black,NA,Census fuzzy string match,NA,CDP:27670,CDP:27670,27670,NA,NA,G050276700,NA,NA,NA,NA,Goshen town,G05027670,Goshen town,G05027670,Goshen town,G05027670,Goshen town,G05027670,NA,NA,NA
00062,place,AR,Grannis,Grannis,NA,1,https://justice.tougaloo.edu/sundowntown/grannis-ar/,Probable,Don't Know,Probably,Unknown,Black,NA,Census fuzzy string match,NA,CDP:27970,CDP:27970,27970,NA,NA,G050279700,Grannis city,G0500810,Grannis city,G0500810,Grannis city,G05027970,Grannis city,G05027970,Grannis city,G05027970,Grannis city,G05027970,NA,NA,NA
00063,place,AR,Gravette,Gravette,NA,1,https://justice.tougaloo.edu/sundowntown/gravette-ar/,Probable,Don't Know,Probably,Unknown,Black,"A divinity student in Gravette in 1967-68 left the town
because of its sundown sign.",Census fuzzy string match,NA,CDP:28360,CDP:28360,28360,NA,NA,G050283600,Gravette city,G0500815,Gravette city,G0500815,Gravette city,G05028360,Gravette city,G05028360,Gravette city,G05028360,Gravette city,G05028360,NA,NA,NA
00064,place,AR,Greenway,Greenway,NA,1,https://justice.tougaloo.edu/sundowntown/greenway-ar/,Probable,Don't Know,Probably,Unknown,Black,NA,Census fuzzy string match,NA,CDP:28720,CDP:28720,28720,NA,NA,G050287200,Greenway city,G0500840,Greenway city,G0500840,Greenway city,G05028720,Greenway city,G05028720,Greenway city,G05028720,Greenway city,G05028720,NA,NA,NA
00065,place,AR,Greenwood,Greenwood,NA,1,https://justice.tougaloo.edu/sundowntown/greenwood-ar/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Reputation,Black,"“Never walk in Greenwood or you will die.”
-a black student at the University of the Ozarks",Census fuzzy string match,NA,CDP:28780,CDP:28780,28780,NA,NA,G050287800,Greenwood city,G0500845,Greenwood city,G0500845,Greenwood city,G05028780,Greenwood city,G05028780,Greenwood city,G05028780,Greenwood city,G05028780,NA,NA,NA
00066,place,AR,Greers Ferry,Greers Ferry,NA,1,https://justice.tougaloo.edu/sundowntown/greers-ferry-ar/,Possible,Don't Know,Don’t Know,Unknown,Black,NA,Census fuzzy string match,NA,CDP:28810,CDP:28810,28810,NA,NA,G050288100,Greers Ferry city,G0500847,Greers Ferry city,G0500847,Greers Ferry city,G05028810,Greers Ferry city,G05028810,Greers Ferry city,G05028810,Greers Ferry city,G05028810,NA,NA,NA
00067,place,AR,Grubbs,Grubbs,NA,1,https://justice.tougaloo.edu/sundowntown/grubbs-ar/,Probable,Don't Know,Probably,Unknown,Black,NA,Census fuzzy string match,NA,CDP:29020,CDP:29020,29020,NA,NA,G050290200,Grubbs city,G0500855,Grubbs city,G0500855,Grubbs city,G05029020,Grubbs city,G05029020,Grubbs city,G05029020,Grubbs city,G05029020,NA,NA,NA
00068,place,AR,Hardy,Hardy,NA,1,https://justice.tougaloo.edu/sundowntown/hardy-ar/,Probable,Don't Know,Probably,Unknown,Black,"“My parents have a cabin in Hardy, Arkansas, on the
Spring River. My mother has asked me to look into
something she heard from a neighbor – that Hardy
used to have a large billboard in its downtown
proclaiming its sundown law. I haven’t come across
any confirmation of this yet. But Hardy remains an
uncomfortable place for minorities, something our
multiracial family experiences subtly. There are white
supremacy militia groups active in the vicinity, and
every weekend the river is crowded with drunk white
out of towners. There are very few non white
residents of the town. The tourist shops carry
Confederate memorabilia and watermelon slave
caricatures. We are always very careful and very very
polite.
“In 2001, one of the few black out of towners
drowned. He was standing in shallow water, shouting
recommendations to canoeists as they navigated the
falls. Reports are that he was drunk and didn’t know
how to swim. He was surrounded by many other
people who were drinking. I don’t know whether
bystanders’ racism, conscious or unconscious, played
any role in his drowning. His death didn’t get more
than a mention in the paper.”",Census fuzzy string match,NA,CDP:29920,CDP:29920,29920,NA,NA,G050299200,Hardy city,G0500890,Hardy city,G0500890,Hardy city,G05029920,Hardy city,G05029920,Hardy city,G05029920,Hardy city,G05029920,NA,NA,NA
00069,place,AR,Harrison,Harrison,NA,1,https://justice.tougaloo.edu/sundowntown/harrison-ar/,Surely,Don't Know,We Have Data on How it Changed,Violent ExpulsionReputation,Black,"A minor crime, alleged breaking and entering,
prompted a white mob on October 2, 1905, to take
African American prisoners from the jail, whip
them, order them to leave town, then burn out
several black homes, shoot out the windows of
many other black homes, and warn every African
American to leave town that night. “About thirty
blacks, who were very well-connected, stayed in
Harrison, although they no longer had a church or a
school.” Then, in 1909, a second mob attempted to
lynch a young black man already sentenced to
death for rape. As Jacqueline Froelich and David
Zimmermann tell it, this mob “completed what had
been left unfinished by the first riot.” Every African
American fled Harrison, which has remained a
sundown town to this day.",Census fuzzy string match,NA,CDP:30460,CDP:30460,30460,NA,NA,G050304600,Harrison city,G0500905,Harrison city,G0500905,Harrison city,G05030460,Harrison city,G05030460,Harrison city,G05030460,Harrison city,G05030460,NA,NA,NA
00070,no match,AR,Hillcrest,Hillcrest,NA,1,https://justice.tougaloo.edu/sundowntown/hillcrest-ar/,Probable,Don't Know,Don’t Know,Unknown,Black,"At one point Hillcrest was advertised as a white
suburb.",No Contemporary Place Match. Located Place Centroid,"-93.4321272, 35.5425824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00071,place,AR,Imboden,Imboden,NA,1,https://justice.tougaloo.edu/sundowntown/imboden-ar/,Probable,Don't Know,Probably,Unknown,Black,"A former resident of Williford recalls that blacks
attempting to live in Williford usually left and settled
in Imboden. “I don’t know about it being an
unqualifiably “good” place for blacks, but our staff
historian does recall its school having a handful of
blacks in it in the 1960s, the same time period that
blacks were being mightily encouraged not to settle in
Williford.” Imboden may have become a sundown town
later.",Census fuzzy string match,NA,CDP:34150,CDP:34150,34150,NA,NA,G050341500,Imboden town,G0501040,Imboden town,G0501040,Imboden town,G05034150,Imboden town,G05034150,Imboden town,G05034150,Imboden town,G05034150,NA,NA,NA
